CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
56;89_15_3;POTENZIALI EVOCATI MOTORI Arto superiore o inferiore Incluso: EEG;Allegato 1;
56;89_15_4;POTENZIALI EVOCATI SOMATO SENSORIALI Per nervo o dermatomero Incluso: EEG;Allegato 1;
56;89_44_2;TEST DEL CAMMINO ;Allegato 1;
56;89_65_5;MONITORAGGIO INCRUENTO DELLA SATURAZIONE ARTERIOSA;Allegato 1;
56;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
56;89_7_1;VALUTAZIONE CLINICA;Allegato 1;
56;93_01_5;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_01_6;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO MOTORIO SENSITIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_03;VALUTAZIONE PROTESICA;Allegato 1;
56;93_04_3;VALUTAZIONE DEI DISTURBI MOTORI SENSITIVI A MINORE DISABILITA PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_04_4;VALUTAZIONE DEI DISTURBI MOTORI SENSITIVI A MAGGIORE DISABILITA PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_05_6;"VALUTAZIONE STRUMENTALE DEI DISTURBI MOTORI SENSITIVI
con pedana stabilometrica";Allegato 1;
56;93_05_7;"VALUTAZIONE STRUMENTALE DEI DISTURBI MOTORI SENSITIVI
Con isocinetica o analisi del cammino";Allegato 1;
56;93_05_8;VALUTAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_05_9;VALUTAZIONE DEI DISTURBI COMUNICATIVI A MAGGIORE COMPLESSITA PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93_08_1;ELETTROMIOGRAFIA SEMPLICE [EMG] Analisi qualitativa o quantitativa per muscolo Escluso: EMG dell occhio (95_25)_EMG dello sfintere uretrale (89_23)_ quello con polisonnogramma (89_17);Allegato 1;
56;93_08_5;RISPOSTE RIFLESSE H_F_Blink reflex_Riflesso bulbocavernoso_Riflessi esterocettivi agli arti_Riflessi tendinei Incluso: EMG;Allegato 1;
56;93_08_6;STIMOLAZIONE RIPETITIVA Stimolazione ripetitiva per nervo_Stimolazione ripetitiva con tensilon Incluso: EMG;Allegato 1;
56;93_09_1;VELOCITA DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
56;93_09_2;VELOCITA DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
56;93_11_6;RIEDUCAZIONE DEI DISTURBI MOTORI SENSITIVI A MINORE DISABILITA ;Allegato 1;
56;93_11_7;RIEDUCAZIONE DEI DISTURBI MOTORI SENSITIVI A MAGGIORE DISABILITA ;Allegato 1;
56;93_11_8;RIEDUCAZIONE STRUMENTALE DEI DISTURBI MOTORI SENSITIVI;Allegato 1;
56;93_11_9;RIEDUCAZIONE IN GRUPPO (max 5 pazienti);Allegato 1;
56;93_15;MOBILIZZAZIONE DELLA COLONNA VERTEBRALE Manipolazione della colonna vertebrale per seduta Escluso: Manipolazione di articolazione temporo mandibolare;Allegato 1;
56;93_39_3;TRATTAMENTO MANUALE PER DRENAGGIO LINFATICO O CONNETTIVALE;Allegato 1;
56;93_39_4;ELETTROTERAPIA ANTALGICA Diedinamica per seduta di 10 min_;Allegato 1;
56;93_39_5;ELETTROTERAPIA ANTALGICA Elettroanalgesia transcutanea (TENS_alto voltaggio);Allegato 1;
56;93_39_8;MAGNETOTERAPIA Per seduta;Allegato 1;
56;93_39_9;ULTRASONOTERAPIA Per seduta;Allegato 1;
56;93_40;ELETTROTERAPIA DISTRETTUALE DI MUSCOLI NORMO O DENERVATI Per seduta;Allegato 1;
56;93_56_4;BENDAGGIO ADESIVO ELASTICO;Allegato 1;
56;93_56_8;BENDAGGIO FUNZIONALE;Allegato 1;
56;93_72_3;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA ;Allegato 1;
56;93_72_4;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MAGGIORE COMPLESSITA ;Allegato 1;
56;93_72_5;RIEDUCAZIONE COMUNICATIVA IN GRUPPO (max 5 pazienti);Allegato 1;
56;93_72_6;RIEDUCAZIONE COGNITIVA IN GRUPPO (max 5 pazienti);Allegato 1;
56;93_89_4;RIEDUCAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO;Allegato 1;
56;93_89_5;RIEDUCAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO MOTORIO SENSITIVO;Allegato 1;
56;95_23;POTENZIALI EVOCATI VISIVI (VEP) Potenziali evocati da pattern o da flash o da pattern ad emicampi;Allegato 1;
56;99_29_7;MESOTERAPIA ;Allegato 1;
56;99_99_1;LASER TERAPIA ANTALGICA Per seduta;Allegato 1;
58;42_24;BIOPSIA [ENDOSCOPICA] DELL ESOFAGO Brushing o washing per raccolta di campione;Allegato 1;
58;42_29_2;pH METRIA ESOFAGEA (24 ORE) ;Allegato 1;
58;42_33_1;Asportazione di lesione o tessuto esofageo o ricanalizzazione endoscopica mediante argon plasma;Allegato 1;
58;42_33_2;ASPORTAZIONE DI LESIONE O TESSUTO ESOFAGEO O RICANALIZZAZIONE ENDOSCOPICA mediante argon plasma;Allegato 1;
58;43_41_1;Asportazione o demolizione locale di lesione o tessuto dello stomaco per via endoscopica ¿ compresa polipectomia_;Allegato 1;
58;43_41_2;Asportazione o demolizione locale di lesione o tessuto dello stomaco per via endoscopica ¿ Mediante Argon Plasma;Allegato 1;
58;44_19_2;BREATH TEST PER HELYCOBACTER PYLORI (UREA C13) ;Allegato 1;
58;45_13;ESOFAGOGASTRODUODENOSCOPIA [EGD];Allegato 1;
58;45_13_1;ENDOSCOPIA CON MICROCAMERA;Allegato 1;
58;45_23;COLONSCOPIA CON ENDOSCOPIO FLESSIBILE Escluso:Colonscopia transaddominale o attraverso stoma artificiale_Sigmoidoscopia con endoscopio flessibile(45_24)_Proctosigmoidoscopia con endoscopio rigido(48_23)_Endoscopia transaddominale dell intestino crasso;Allegato 1;
58;45_23_1;COLONSCOPIA ILEOSCOPIA RETROGRADA ;Allegato 1;
58;45_24;SIGMOIDOSCOPIA CON ENDOSCOPIO FLESSIBILE Endoscopia del colon discendente Escluso: Proctosigmoidoscopia con endoscopio rigido (48_23);Allegato 1;
58;45_25;Biopsia [endoscopica] di retto_colon_ileo distale_ Biopsia di sedi intestinali aspecifiche Brushing o washing per prelievo di campione Escluso: Proctosigmoidoscopia con biopsia (48_24);Allegato 1;
58;45_29_1;BREATH TEST PER DETERMINAZIONE TEMPO DI TRANSITO INTESTINALE ;Allegato 1;
58;45_29_2;BREATH TEST PER DETERMINAZIONE DI COLONIZZAZIONE BATTERICA ANOMALA ;Allegato 1;
58;45_29_3;BREATH TEST AL LATTOSIO ;Allegato 1;
58;45_29_4;MANOMETRIA DEL COLON ;Allegato 1;
58;45_42;Polipectomia endoscopica intestino crasso Polipectomia di uno o più polipi con approccio endoscopico_ Escluso: Polipectomia con approccio addominale;Allegato 1;
58;45_43_1;ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL INTESTINO CRASSO PER VIA ENDOSCOPICA Mediante laser Escluso: Polipectomia endoscopica dell intestino crasso (45_42);Allegato 1;
58;48_23;PROCTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO Escluso: Sigmoidoscopia con endoscopio flessibile (45_24);Allegato 1;
58;48_24;BIOPSIA [ENDOSCOPICA] DEL RETTO Brushing o washing per raccolta di campione Proctosigmoidoscopia con biopsia;Allegato 1;
58;48_29_1;MANOMETRIA ANO RETTALE ;Allegato 1;
58;48_35;Asportazione locale di lesione o tessuto del retto Escluso: Asportazione di tessuto perirettale_ Emorroidectomia (49_46)_Fistolectomia rettale;Allegato 1;
58;49_21;ANOSCOPIA ;Allegato 1;
58;88_74_1;ECOGRAFIA DELL ADDOME SUPERIORE Incluso : fegato e vie biliari_pancreas_milza_reni e surreni _retroperitoneo Escluso: Ecografia dell addome completo (88_76_1);Allegato 1;
58;88_76_1;ECOGRAFIA ADDOME COMPLETO;Allegato 1;
58;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
58;89_32;MANOMETRIA ESOFAGEA ;Allegato 1;
58;89_32_1;Manometria ad alta risoluzione;Allegato 1;
58;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
58;98_02;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL ESOFAGO_ SENZA INCISIONE Incluso: Endoscopia;Allegato 1;
58;98_03;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLO STOMACO E DALL INTESTINO TENUE_SENZA INCISIONE Incluso: Endoscopia;Allegato 1;
58;98_05;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DA RETTO E ANO_ SENZA INCISIONE Incluso: Endoscopia;Allegato 1;
61;06_11_2;BIOPSIA [PERCUTANEA] [AGOBIOPSIA] DELLA TIROIDE Biopsia eco guidata di materiale agoaspirato della tiroide;Allegato 1;
61;57_94;CATETERISMO VESCICALE;Allegato 1;
61;88_71_4;DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO Ecografia di: ghiandole salivari_collo per linfonodi_tiroide paratiroidi;Allegato 1;
61;88_99_1;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A FOTONE SINGOLO O DOPPIO Polso o caviglia;Allegato 1;
61;88_99_2;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X Lombare_femorale_ultradistale;Allegato 1;
61;88_99_3;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X Total Body;Allegato 1;
61;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
61;89_03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE ;Allegato 1;
61;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
61;92_01_1;CAPTAZIONE TIROIDEA;Allegato 1;
61;92_01_2;SCINTIGRAFIA TIROIDEA CON CAPTAZIONE _CON O SENZA PROVE FARMACOLOGICHE;Allegato 1;
61;92_01_3;SCINTIGRAFIA TIROIDEA;Allegato 1;
61;92_01_4;SCINTIGRAFIA TIROIDEA CON INDICATORI POSITIVI;Allegato 1;
61;92_01_5;SCINTIGRAFIA SEGMENTARIA CORPOREA PER LA RICERCA DI LOCALIZZAZIONI RADIOIODIO CAPTANTI;Allegato 1;
61;92_02_1;SCINTIGRAFIA EPATICA (3 proiezioni) In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92_02_5;Allegato 1;
61;92_02_2;SCINTIGRAFIA EPATICA PER RICERCA DI LESIONI ANGIOMATOSE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92_02_5;Allegato 1;
61;92_02_3;SCINTIGRAFIA SEQUENZIALE EPATOBILIARE_INCLUSA COLECISTI_CON O SENZA PROVE FARMACOLOGICHE_CON O SENZA MISURAZIONE DELLA FUNZIONALITA DELLA COLECISTI;Allegato 1;
61;92_02_4;SCINTIGRAFIA EPATICA CON INDICATORI POSITIVI In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92_02_5;Allegato 1;
61;92_02_5;TOMOSCINTIGRAFIA EPATICA In corso di esame planare_con unica somministrazione di radiofarmaco;Allegato 1;
61;92_03_1;SCINTIGRAFIA RENALE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92_03_5;Allegato 1;
61;92_03_2;SCINTIGRAFIA RENALE CON ANGIOSCINTIGRAFIA In corso di scintigrafia renale con unica somministrazione di radiofarmaco;Allegato 1;
61;92_03_3;SCINTIGRAFIA SEQUENZIALE RENALE Studio sequenziale della funzione renale con o senza prove farmacologiche Incluso: misura del filtrato glomerulare o della portata plasmatica renale;Allegato 1;
61;92_03_4;STUDIO DEL REFLUSSO VESCICO URETRALE Mediante cistoscintigrafia minzionale diretta;Allegato 1;
61;92_03_5;TOMOSCINTIGRAFIA RENALE In corso di esame planare_con unica somministrazione di radiofarmaco;Allegato 1;
61;92_03_6;MISURA DELLA CLEARANCE GLOMERULARE O TUBOLARE GLOBALE CON PRELIEVI EMATICI;Allegato 1;
61;92_03_7;RICERCA DI REFLUSSO VESCICO URETERALE MEDIANTE SCINTIGRAFIA SEQUENZIALE;Allegato 1;
61;92_04_1;SCINTIGRAFIA SEQUENZIALE DELLE GHIANDOLE SALIVARI CON STUDIO FUNZIONALE;Allegato 1;
61;92_04_2;STUDIO DEL TRANSITO ESOFAGO GASTRO DUODENALE;Allegato 1;
61;92_04_3;STUDIO DEL REFLUSSO GASTRO ESOFAGEO O DUODENO GASTRICO;Allegato 1;
61;92_04_4;VALUTAZIONE DELLE GASTROENTERORRAGIE;Allegato 1;
61;92_04_5;STUDIO DELLA PERMEABILITA INTESTINALE;Allegato 1;
61;92_05_1;SCINTIGRAFIA MIOCARDICA DI PERFUSIONE_A RIPOSO E DOPO STIMOLO (FISICO O FARMACOLOGICO)_STUDIO QUANTITATIVO;Allegato 1;
61;92_05_2;SCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92_09_3;Allegato 1;
61;92_05_3;ANGIOCARDIOSCINTIGRAFIA DI PRIMO PASSAGGIO (FIRST PASS) Studi multipli del pool ematico cardiaco first pass_a riposo e durante stimolo (fisico o farmacologico)_studio del movimento di parete e frazione di eiezione_analisi quantitativa;Allegato 1;
61;92_05_4;;Allegato 1;
61;92_05_5;SCINTIGRAFIA SPLENICA;Allegato 1;
61;92_05_6;SCINTIGRAFIA DEL MIDOLLO OSSEO TOTAL BODY;Allegato 1;
61;92_05_7;SCINTIGRAFIA DEL MIOCARDIO;Allegato 1;
61;92_05_8;TOMOSCINTIGRAFIA (SPET) DEL MIOCARDIO;Allegato 1;
61;92_09_1;TOMOSCINTIGRAFIA MIOCARDICA (PET) DI PERFUSIONE A RIPOSO E DOPO STIMOLO;Allegato 1;
61;92_09_2;TOMOSCINTIGRAFIA MIOCARDICA (SPET) DI PERFUSIONE A RIPOSO O DOPO STIMOLO;Allegato 1;
61;92_09_3;TOMOSCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE In corso di esame planare con indicatori di lesione_con unica somministrazione di radiofarmaco;Allegato 1;
61;92_09_4;DETERMINAZIONE DEL VOLUME PLASMATICO O DEL VOLUME ERITROCITARIO;Allegato 1;
61;92_09_5;STUDIO DI SOPRAVVIVENZA DEGLI ERITROCITI_CINETICA DIFFERENZIALE PER ORGANO/TESSUTO (FEGATO_MILZA);Allegato 1;
61;92_09_6;STUDIO COMPLETO DELLA FERROCINETICA;Allegato 1;
61;92_09_7;STUDIO DELLA CINETICA DELLE PIASTRINE O DEI LEUCOCITI_CON O SENZA LOCALIZZAZIONE DIFFERENZIALE PER ORGANO/TESSUTO;Allegato 1;
61;92_09_8;TEST DI SHILLING;Allegato 1;
61;92_09_9;GSPECT;Allegato 1;
61;92_11_1;SCINTIGRAFIA CEREBRALE_STATICA_STUDIO COMPLETO;Allegato 1;
61;92_11_2;SCINTIGRAFIA CEREBRALE CON ANGIOSCINTIGRAFIA_STUDIO COMPLETO;Allegato 1;
61;92_11_3;VALUTAZIONE DELLE DERIVAZIONI LIQUORALI;Allegato 1;
61;92_11_4;DETERMINAZIONE E LOCALIZZAZIONE PERDITE DI LCR;Allegato 1;
61;92_11_5;TOMOSCINTIGRAFIA CEREBRALE (SPET);Allegato 1;
61;92_11_6;TOMOSCINTIGRAFIA CEREBRALE (PET) Studio qualitativo;Allegato 1;
61;92_11_7;TOMOSCINTIGRAFIA CEREBRALE (PET) Studio quantitativo;Allegato 1;
61;92_13;SCINTIGRAFIA DELLE PARATIROIDI Con tecnica di sottrazione incluso: scintigrafia della tiroide;Allegato 1;
61;92_14_1;SCINTIGRAFIA OSSEA O ARTICOLARE SEGMENTARIA;Allegato 1;
61;92_14_2;SCINTIGRAFIA OSSEA O ARTICOLARE SEGMENTARIA POLIFASICA;Allegato 1;
61;92_14_3;TOMOSCINTIGRAFIA (SPET) SCHELETRICA SEGMENTARIA In corso di esame planare_con unica somministrazione di radiofarmaco;Allegato 1;
61;92_15_1;SCINTIGRAFIA POLMONARE PERFUSIONALE (6 proiezioni);Allegato 1;
61;92_15_2;SCINTIGRAFIA POLMONARE VENTILATORIA;Allegato 1;
61;92_15_3;STUDIO QUANTITATIVO DIFFERENZIALE DELLA FUNZIONE POLMONARE Eventuale aggiunta a : Scintigrafia perfusionale / ventilatoria (92_15_1 92_15_2);Allegato 1;
61;92_15_4;SCINTIGRAFIA POLMONARE CON INDICATORE POSITIVO;Allegato 1;
61;92_15_5;TOMOSCINTIGRAFIA POLMONARE In corso di scintigrafia polmonare_con unica somministrazione di radiofarmaco;Allegato 1;
61;92_16_1;SCINTIGRAFIA LINFATICA E LINFOGHIANDOLARE SEGMENTARIA;Allegato 1;
61;92_18_1;SCINTIGRAFIA GLOBALE CORPOREA CON INDICATORI POSITIVI;Allegato 1;
61;92_18_2;SCINTIGRAFIA OSSEA O ARTICOLARE;Allegato 1;
61;92_18_3;RICERCA DI METASTASI DI TUMORI TIROIDEI;Allegato 1;
61;92_18_4;SCINTIGRAFIA GLOBALE CORPOREA CON CELLULE AUTOLOGHE MARCATE;Allegato 1;
61;92_18_5;SCINTIGRAFIA GLOBALE CORPOREA CON TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92_18_6;TOMOSCINTIGRAFIA GLOBALE CORPOREA (PET);Allegato 1;
61;92_19_1;SCINTIGRAFIA SURRENALICA CORTICALE;Allegato 1;
61;92_19_2;SCINTIGRAFIA SURRENALICA MIDOLLARE;Allegato 1;
61;92_19_3;SCINTIGRAFIA DEI TESTICOLI;Allegato 1;
61;92_19_5;;Allegato 1;
61;92_19_6;SCINTIGRAFIA SEGMENTARIA DOPO SCINTIGRAFIA TOTAL BODY Con o senza indicatori positivi_cellule autologhe marcate_traccianti immunologici e recettoriali;Allegato 1;
61;92_19_7;SCINTIGRAFIA SEGMENTARIA CON: INDICATORI POSITIVI CELLULE AUTOLOGHE MARCATE TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92_19_8;TOMOSCINTIGRAFIA (SPET) DI UN SOLO SEGMENTO CON: INDICATORI POSITIVI_ CELLULE AUTOLOGHE MARCATE_ TRACCIANTI IMMUNOLOGICI E;Allegato 1;
61;92_19_9;TOMOSCINTIGRAFIA (SPET) DI UN SOLO SEGMENTO DOPO SCINTIGRAFIA TOTALE CORPOREA CON:_ INDICATORI POSITIVI _ CELLULE AUTOLOGHE MARCATE _ TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92_28_1;TERAPIA DEGLI IPERTIROIDISMI Fino a 370 MBq;Allegato 1;
61;92_28_2;TERAPIA DEGLI IPERTIROIDISMI Per ogni 370 MBq successivi;Allegato 1;
61;92_28_3;TERAPIA ENDOCAVITARIA;Allegato 1;
61;92_28_4;TERAPIA CON ANTICORPI MONOCLONALI Fino a 185 MBq;Allegato 1;
61;92_28_5;TERAPIA CON ANTICORPI MONOCLONALI Per ogni 185MBq successivi;Allegato 1;
61;92_28_6;TERAPIA PALLIATIVA DEL DOLORE DA METASTASI OSSEE;Allegato 1;
64;03_8;INIEZIONE DI FARMACI CITOTOSSICI NEL CANALE VERTEBRALE Iniezione endorachide di antiblastici;Allegato 1;
64;34_92;INIEZIONE NELLA CAVITA TORACICA Pleurodesi chimica_iniezione di agente citotossico o tetraciclina E richiesto un codice aggiuntivo per eventuale chemioterapico antitumorale (99_25) Escluso: Iniezione per collasso del polmone;Allegato 1;
64;38_98;PUNTURA DI ARTERIA Iniezione endoarteriosa Escluso: Puntura per arteriografia coronarica_Arteriografia (88_42_1 88_48);Allegato 1;
64;54_97;INIEZIONE DI SOSTANZE TERAPEUTICHE AD AZIONE LOCALE NELLA CAVITA PERITONEALE Escluso: Dialisi peritoneale (54_98);Allegato 1;
64;81_92;INIEZIONE DI SOSTANZE TERAPEUTICHE NELL ARTICOLAZIONE O NEL LEGAMENTO;Allegato 1;
64;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
64;89_03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE ;Allegato 1;
64;89_05;VALUTAZIONE MULTIDIMENSIONALEE;Allegato 1;
64;89_07;CONSULTO INTERDISCIPLINARE DEFINITO COMPLESSIVO;Allegato 1;
64;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
64;93_82_1;TERAPIA EDUCAZIONALE DEL DIABETICO Per seduta individuale;Allegato 1;
64;96_49;INSTILLAZIONE GENITOURINARIA Instillazione di supposta prostaglandinica Instillazione di chemioterapici intravescicali;Allegato 1;
64;99_23;INIEZIONE DI STEROIDI Iniezione di cortisone Impianto sottodermico di progesterone Impianto sottodermico di altri ormoni o antiormoni;Allegato 1;
64;99_24_1;INFUSIONE DI SOSTANZE ORMONALI ;Allegato 1;
64;99_25;INIEZIONE O INFUSIONE DI SOSTANZE CHEMIOTERAPICHE PER TUMORE_NON CLASSIFICATE ALTROVE ;Allegato 1;
68;33_22;BRONCOSCOPIA CON FIBRE OTTICHE Tracheobroncoscopia esplorativa Escluso: Broncoscopia con biopsia (33_24);Allegato 1;
68;33_24;BIOPSIA BRONCHIALE [ENDOSCOPICA] Broncoscopia (fibre ottiche) (rigida) con:biopsia esfoliativa del polmone brushing o washing per prelievo di campione biopsia asportativa_ Escluso: Biopsia percutanea del polmone diversa da quella esfoliativa;Allegato 1;
68;89_01;ANAMNESI E VALUTAZIONE DEFINITE BREVI Storia e valutazione abbreviata_visita successiva alla prima;Allegato 1;
68;89_17_3;Monitoraggio cardio respiratorio completo;Allegato 1;
68;89_37_1;SPIROMETRIA SEMPLICE;Allegato 1;
68;89_37_2;SPIROMETRIA GLOBALE ;Allegato 1;
68;89_37_3;SPIROMETRIA SEPARATA DEI DUE POLMONI (METODICA DI ARNAUD) ;Allegato 1;
68;89_37_4;TEST DI BRONCODILATAZIONE FARMACOLOGICA Spirometria basale e dopo somministrazione di farmaco;Allegato 1;
68;89_37_5;PROVA BRONCODINAMICA CON BRONCOCOSTRITTORE SPECIFICO O ASPECIFICO Curva dose risposta Spirometria di base e spirometrie di controllo fino ad un massimo di 13;Allegato 1;
68;89_37_6;PROVA BRONCODINAMICA CON BRONCOCOSTRITTORE SPECIFICO Singolo stimolo Spirometria di base e spirometrie di controllo fino ad un massimo di 4;Allegato 1;
68;89_38_1;RESISTENZE DELLE VIE AEREE Escluso: Spirometria;Allegato 1;
68;89_38_2;SPIROMETRIA GLOBALE CON TECNICA PLETISMOGRAFICA ;Allegato 1;
68;89_38_3;DIFFUSIONE ALVEOLO CAPILLARE DEL CO ;Allegato 1;
68;89_38_4;COMPLIANCE POLMONARE STATICA E DINAMICA ;Allegato 1;
68;89_38_5;DETERMINAZIONE DEL PATTERN RESPIRATORIO A RIPOSO ;Allegato 1;
68;89_38_6;VALUTAZIONE DELLA VENTILAZIONE E DEI GAS ESPIRATI E RELATIVI PARAMETRI;Allegato 1;
68;89_38_7;DETERMINAZIONE DELLE MASSIME PRESSIONI INSPIRATORIE ED ESPIRATORIE O TRANSDIAFRAMMATICHE ;Allegato 1;
68;89_38_8;TEST DI DISTRIBUZIONE DELLA VENTILAZIONE CON GAS NON RADIOATTIVI ;Allegato 1;
68;89_38_9;DETERMINAZIONE DELLA P O_1 ;Allegato 1;
68;89_44_1;PROVA DA SFORZO CARDIORESPIRATORIO ECG analisi gas respiratori determinazione della ventilazione emogasanalisi_;Allegato 1;
68;89_44_2;TEST DEL CAMMINO ;Allegato 1;
68;89_61_2;Ossimetria notturna o saturimetria notturna o pulsoossimetria notturna;Allegato 1;
68;89_65_1;EMOGASANALISI ARTERIOSA SISTEMICA Emogasanalisi di sangue capillare o arterioso;Allegato 1;
68;89_65_2;EMOGASANALISI DURANTE RESPIRAZIONE DI O2 AD ALTA CONCENTRAZIONE Test dell iperossia;Allegato 1;
68;89_65_3;EMOGASANALISI DURANTE RESPIRAZIONE DI O2 A BASSA CONCENTRAZIONE Test dell ipossia;Allegato 1;
68;89_65_4;MONITORAGGIO TRANSCUTANEO DI O2 E CO2 ;Allegato 1;
68;89_65_5;MONITORAGGIO INCRUENTO DELLA SATURAZIONE ARTERIOSA;Allegato 1;
68;89_65_6;EMOGASANALISI PRIMA E DOPO IPERVENTILAZIONE ;Allegato 1;
68;89_66;EMOGASANALISI DI SANGUE MISTO VENOSO ;Allegato 1;
68;89_7;VISITA GENERALE Visita specialistica_Prima visita;Allegato 1;
68;93_91;RESPIRAZIONE A PRESSIONE POSITIVA INTERMITTENTE Per seduta;Allegato 1;
68;93_99;ALTRE PROCEDURE RESPIRATORIE Drenaggio posturale Per seduta (Ciclo di dieci sedute);Allegato 1;
68;93_99_1;BRONCOINSTILLAZIONI Per seduta;Allegato 1;
68;93_99_2;Addestramento ed addattamento alla protesi ventilatoria non invasiva o invasiva per via tracheostomica e all erogatore di pressione positiva;Allegato 1;
68;98_15;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA TRACHEA E BRONCHI_SENZA INCISIONE ;Allegato 1;
69;06_01;ASPIRAZIONE NELLA REGIONE TIROIDEA Drenaggio eco guidato percutaneo della regione tiroidea Alcolizzazione noduli tiroidei;Allegato 1;
69;06_01_1;BIOPSIA TORACICA TC GUIDATA;Allegato 1;
69;06_11_2;BIOPSIA [PERCUTANEA] [AGOBIOPSIA] DELLA TIROIDE Biopsia eco guidata di materiale agoaspirato della tiroide;Allegato 1;
69;34_91_1;TORACENTESI TC guidata;Allegato 1;
69;34_91_2;TORACENTESI ECO guidata;Allegato 1;
69;34_91_3;DRENAGGIO DI PNEUMOTORACE TC guidato;Allegato 1;
69;40_19_1;AGOBIOPSIA ECO GUIDATA DI SEDI PROFONDE (escluso il fegato);Allegato 1;
69;40_19_2;AGOBIOPSIA TC GUIDATA DI SEDI PROFONDE (escluso il torace);Allegato 1;
69;50_19_A;BIOSUSCETTOMETRIA SQUIDD;Allegato 1;
69;50_19_1;BIOPSIA [PERCUTANEA][AGOBIOPSIA] DEL FEGATO Aspirazione diagnostica eco guidata;Allegato 1;
69;50_91;ALCOLIZZAZIoNE PERCUTANEA DEL FEGATO Alcolizzazione percutanea di lesione/i nodulare/i profonda/e con guida strumentale eco o TC;Allegato 1;
69;51_12_1;BIOPSIA ENDOLUMINALE;Allegato 1;
69;54_91_1;DRENAGGIO PERCUTANEO DI RACCOLTA FLUIDA (o cisti) PROFONDA Eco o TC guidata;Allegato 1;
69;55_93;LITOTRISSIA EXTRACORPOREA (ESWL) per seduta (per uso ortopedico);Allegato 1;
69;55_93_A;ONDE D URTO focalizzate (per altre indicazioni specialistiche) per seduta;Allegato 1;
69;60_11_1;BIOPSIA TRANSPERINEALE [PERCUTANEA] [AGOBIOPSIA] DELLA PROSTATA Agobiopsia Eco guidata della prostata;Allegato 1;
69;83_21_1;BIOPSIA ECO GUIDATA DEI TESSUTI MOLLI SUPERFICIALI;Allegato 1;
69;85_11_1;BIOPSIA ECO GUIDATA DELLA MAMMELLA Biopsia con ago sottile della mammella;Allegato 1;
