CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
43;60.0;DRENAGGIO ASCESSO PROSTATICO - Incisione della prostata - Escluso: Drenaggio del tessuto periprostatico;Allegato 1;
43;60.11;BIOPSIA TRANSPERINEALE [PERCUTANEA] [AGOBIOPSIA] DELLA PROSTATA - Approccio transperineale o transrettale;Allegato 1;
43;60.11.1;BIOPSIA TRANSPERINEALE [PERCUTANEA] [AGOBIOPSIA] DELLA PROSTATA  Agobiopsia Eco-guidata della prostata;Allegato 1;
43;60.13;BIOPSIA [PERCUTANEA] DELLE VESCICOLE SEMINALI -;Allegato 1;
43;60.91;ASPIRAZIONE PERCUTANEA [CITOASPIRAZIONE] DELLA PROSTATA - Escluso: Agobiopsia della prostata (60.11);Allegato 1;
43;61.0;INCISIONE E DRENAGGIO DELLO SCROTO E DELLA TUNICA VAGINALE - Escluso: Puntura evacuativa di idrocele (61.91);Allegato 1;
43;61.91;PUNTURA EVACUATIVA DI IDROCELE DELLA TUNICA VAGINALE - Aspirazione percutanea della tunica vaginale;Allegato 1;
43;62.11;BIOPSIA [PERCUTANEA] [AGOBIOPSIA] DEL TESTICOLO -;Allegato 1;
43;62.11.1;Agoaspirazione testicolare (TESA);Allegato 1;
43;63.52;DEROTAZIONE DEL FUNICOLO E DEL TESTICOLO - Manuale - Escluso: quella associata ad orchidopessi;Allegato 1;
43;63.71;LEGATURA DEI DOTTI DEFERENTI  -;Allegato 1;
43;64.01;CIRCONCISIONE;Allegato 1;
43;64.11;BIOPSIA DEL PENE -;Allegato 1;
43;64.19.1;BALANOSCOPIA -;Allegato 1;
43;64.92.1;FRENULOTOMIA -;Allegato 1;
43;64.93;LIBERAZIONE DI SINECHIE PENIENE -;Allegato 1;
43;88.74.5;ECO(COLOR)DOPPLER  DELLE ARTERIE RENALI;Allegato 1;
43;88.75.2;ECO(COLOR)DOPPLER DELL'ADDOME INFERIORE  Vescica e pelvi maschile o femminile, - Ecografia ostetrica o ginecologica con flussimetria doppler;Allegato 1;
43;88.79.8;ECOGRAFIA TRANSRETTALE;Allegato 1;
43;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
43;89.22;CISTOMETROGRAFIA - Cistomanometria;Allegato 1;
43;89.23;ELETTROMIOGRAFIA DELLO SFINTERE URETRALE -;Allegato 1;
43;89.24;UROFLUSSOMETRIA -;Allegato 1;
43;89.25;PROFILO PRESSORIO URETRALE -;Allegato 1;
43;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
43;93.08.4;ELETTROMIOGRAFIA DI MUSCOLI SPECIALI [Laringei, perineali] - Escluso: Elettromiografia dello sfintere uretrale (89.23), Elettromiografia dell' occhio (95.25);Allegato 1;
43;96.49;INSTILLAZIONE GENITOURINARIA - Instillazione di supposta prostaglandinica - Instillazione di chemioterapici intravescicali;Allegato 1;
43;98.19;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'URETRA, SENZA INCISIONE - Incluso: Uretroscopia;Allegato 1;
43;98.24;RIMOZIONE DI CORPO ESTRANEO DA SCROTO E PENE, SENZA INCISIONE -;Allegato 1;
43;99.29.3;INFILTRAZIONE PERINEALE -;Allegato 1;
43;99.29.4;INFILTRAZIONE MEDICAMENTOSA DEL PENE -;Allegato 1;
43;99.29.5;INIEZIONE ENDOCAVERNOSA DI FARMACI -;Allegato 1;
43;99.29.8;INIEZIONE INTRA O PERIURETRALE -;Allegato 1;
43;99.94;MASSAGGIO PROSTATICO -;Allegato 1;
43;99.95;STIRAMENTO DEL PREPUZIO -;Allegato 1;
52;64.19.2;RICERCA DEL TREPONEMA AL PARABOLOIDE -;Allegato 1;
52;64.2;ASPORTAZIONE O DEMOLIZIONE DI LESIONE DEL PENE - Asportazione condilomi Escluso: Biopsia del pene (64.11);Allegato 1;
52;70.33.1;ASPORTAZIONE DI CONDILOMI VAGINALI -;Allegato 1;
52;71.30.1;ASPORTAZIONE CONDILOMI VULVARI E  PERINEALI -;Allegato 1;
52;71.90.1;ALTRI INTERVENTI SULL' APPARATO GENITALE FEMMINILE -  Laserterapia per fatti distrofici;Allegato 1;
52;86.11;BIOPSIA DELLA CUTE E DEL TESSUTO SOTTOCUTANEO -;Allegato 1;
52;86.19.1;ELASTOMETRIA -;Allegato 1;
52;86.19.2;SEBOMETRIA -;Allegato 1;
52;86.19.3;CORNEOMETRIA -;Allegato 1;
52;86.19.4;MISURA DELLA PERDITA TRANSEPIDERMICA DI ACQUA (TEWL) -;Allegato 1;
52;86.24;CHEMIOCHIRURGIA DELLA CUTE - Peeling chimico della cute;Allegato 1;
52;86.25;DERMOABRASIONE - Quella con laser (o mezzo meccanico) (Per seduta)  Escluso: Dermoabrasione di ferita per rimozione di frammenti inclusi (86.28);Allegato 1;
52;86.30.1;ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E  SOTTOCUTANEO, MEDIANTE CRIOTERAPIA CON AZOTO LIQUIDO - (Per seduta);Allegato 1;
52;86.30.2;ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E  SOTTOCUTANEO, MEDIANTE CRIOTERAPIA CON NEVE CARBONICA O  PROTOSSIDO DI AZOTO - (Per seduta);Allegato 1;
52;86.30.3;ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO CUTANEO E  SOTTOCUTANEO, MEDIANTE CAUTERIZZAZIONE O FOLGORAZIONE - (Per seduta);Allegato 1;
52;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
52;89.39.1;OSSERVAZIONE DERMATOLOGICA IN EPILUMINESCENZA -;Allegato 1;
52;89.39.2;OSSERVAZIONE DERMATOLOGICA IN EPIDIASCOPIA -;Allegato 1;
52;89.39.3;VALUTAZIONE DELLA SOGLIA DI SENSIBILITA' VIBRATORIA -;Allegato 1;
52;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
52;91.90.1;ESAME ALLERGOLOGICO STRUMENTALE PER ORTICARIE FISICHE;Allegato 1;
52;91.90.2;INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTO PATCH TEST] -;Allegato 1;
52;91.90.3;INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTOTEST] -;Allegato 1;
52;91.90.4;SCREENING ALLERGOLOGICO PER INALANTI;Allegato 1;
52;91.90.5;TEST EPICUTANEI A LETTURA RITARDATA (PATCH TEST);Allegato 1;
52;91.90.6;TEST PERCUTANEI E INTRACUTANEI A LETTURA IMMEDIATA;Allegato 1;
52;99.82;TERAPIA A LUCE ULTRAVIOLETTA   Attinoterapia  Fototerapia selettiva UV  (UVA, UVB)  Per ciclo di sei sedute;Allegato 1;
56;81.92;INIEZIONE DI SOSTANZE TERAPEUTICHE NELL'ARTICOLAZIONE O NEL LEGAMENTO;Allegato 1;
56;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
56;89.15.1;POTENZIALI EVOCATI ACUSTICI;Allegato 1;
56;89.15.2;POTENZIALI EVOCATI STIMOLO ED EVENTO CORRELATI  Potenziali evocati speciali (olfattivi, trigeminali)  Incluso: EEG;Allegato 1;
56;89.15.3;POTENZIALI EVOCATI MOTORI  Arto superiore o inferiore  Incluso: EEG;Allegato 1;
56;89.15.4;POTENZIALI EVOCATI SOMATO-SENSORIALI  Per nervo o dermatomero  Incluso: EEG;Allegato 1;
56;89.44.2;TEST DEL CAMMINO -;Allegato 1;
56;89.65.5;MONITORAGGIO INCRUENTO DELLA SATURAZIONE ARTERIOSA;Allegato 1;
56;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
56;89.7.1;VALUTAZIONE CLINICA;Allegato 1;
56;93.01.5;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.01.6;VALUTAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO MOTORIO-SENSITIVO PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.03;VALUTAZIONE PROTESICA;Allegato 1;
56;93.04.3;VALUTAZIONE DEI DISTURBI MOTORI SENSITIVI A MINORE DISABILITA' PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.04.4;VALUTAZIONE DEI DISTURBI MOTORI -SENSITIVI A MAGGIORE DISABILITA' PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.05.6;"VALUTAZIONE STRUMENTALE DEI DISTURBI MOTORI SENSITIVI
con pedana stabilometrica";Allegato 1;
56;93.05.7;"VALUTAZIONE STRUMENTALE DEI DISTURBI MOTORI SENSITIVI
Con isocinetica o analisi del cammino";Allegato 1;
56;93.05.8;VALUTAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA' PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.05.9;VALUTAZIONE DEI DISTURBI COMUNICATIVI A MAGGIORE COMPLESSITA' PER STESURA PIANO DI TRATTAMENTO;Allegato 1;
56;93.08.1;ELETTROMIOGRAFIA SEMPLICE [EMG] - Analisi qualitativa o quantitativa per muscolo - Escluso: EMG dell' occhio (95.25), EMG dello sfintere uretrale (89.23), - quello con polisonnogramma (89.17);Allegato 1;
56;93.08.5;RISPOSTE RIFLESSE   H, F, Blink reflex, Riflesso bulbocavernoso, Riflessi esterocettivi agli arti, Riflessi tendinei  Incluso: EMG;Allegato 1;
56;93.08.6;STIMOLAZIONE RIPETITIVA   Stimolazione ripetitiva per nervo, Stimolazione ripetitiva con tensilon - Incluso: EMG;Allegato 1;
56;93.09.1;VELOCITA' DI CONDUZIONE NERVOSA MOTORIA Per nervo;Allegato 1;
56;93.09.2;VELOCITA' DI CONDUZIONE NERVOSA SENSITIVA Per nervo;Allegato 1;
56;93.11.6;RIEDUCAZIONE DEI DISTURBI MOTORI-SENSITIVI  A MINORE DISABILITA';Allegato 1;
56;93.11.7;RIEDUCAZIONE  DEI DISTURBI MOTORI-SENSITIVI A MAGGIORE DISABILITA';Allegato 1;
56;93.11.8;RIEDUCAZIONE  STRUMENTALE DEI DISTURBI MOTORI SENSITIVI;Allegato 1;
56;93.11.9;RIEDUCAZIONE  IN GRUPPO (max 5 pazienti);Allegato 1;
56;93.15;MOBILIZZAZIONE DELLA COLONNA VERTEBRALE - Manipolazione della colonna vertebrale per seduta - Escluso: Manipolazione di articolazione temporo-mandibolare;Allegato 1;
56;93.39.3;TRATTAMENTO MANUALE PER DRENAGGIO LINFATICO O CONNETTIVALE;Allegato 1;
56;93.39.4;ELETTROTERAPIA ANTALGICA Diedinamica per seduta di 10 min.;Allegato 1;
56;93.39.5;ELETTROTERAPIA ANTALGICA  - Elettroanalgesia transcutanea (TENS, alto voltaggio);Allegato 1;
56;93.39.8;MAGNETOTERAPIA  Per seduta;Allegato 1;
56;93.39.9;ULTRASONOTERAPIA    Per seduta;Allegato 1;
56;93.40;ELETTROTERAPIA DISTRETTUALE DI MUSCOLI NORMO O DENERVATI   Per seduta;Allegato 1;
56;93.56.4;BENDAGGIO ADESIVO ELASTICO;Allegato 1;
56;93.56.8;BENDAGGIO FUNZIONALE;Allegato 1;
56;93.72.3;RIEDUCAZIONE DEI DISTURBI COMUNICATIVI A MINORE COMPLESSITA';Allegato 1;
56;93.72.4;RIEDUCAZIONE DEI DISTURBI  COMUNICATIVI A MAGGIORE COMPLESSITA';Allegato 1;
56;93.72.5;RIEDUCAZIONE  COMUNICATIVA IN GRUPPO (max 5 pazienti);Allegato 1;
56;93.72.6;RIEDUCAZIONE COGNITIVA IN GRUPPO (max 5 pazienti);Allegato 1;
56;93.89.4;RIEDUCAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO COMUNICATIVO;Allegato 1;
56;93.89.5;RIEDUCAZIONE DELLE FUNZIONI CORTICALI SUPERIORI CORRELATE AL DISTURBO MOTORIO-SENSITIVO;Allegato 1;
56;95.23;POTENZIALI EVOCATI VISIVI  (VEP)   Potenziali evocati da pattern o da flash o da pattern ad emicampi;Allegato 1;
56;99.29.7;MESOTERAPIA -;Allegato 1;
56;99.99.1;LASER TERAPIA ANTALGICA                                                             Per seduta;Allegato 1;
58;42.24;BIOPSIA [ENDOSCOPICA] DELL' ESOFAGO - Brushing o washing per raccolta di campione;Allegato 1;
58;42.29.2;pH METRIA ESOFAGEA (24 ORE) -;Allegato 1;
58;42.33.1;Asportazione  di lesione o tessuto esofageo o ricanalizzazione endoscopica  - mediante  argon plasma;Allegato 1;
58;42.33.2;ASPORTAZIONE  DI LESIONE O TESSUTO ESOFAGEO O RICANALIZZAZIONE ENDOSCOPICA  - mediante  argon plasma;Allegato 1;
58;43.41.1;Asportazione o demolizione locale di lesione o tessuto dello stomaco per via endoscopica ¿ compresa polipectomia.;Allegato 1;
58;43.41.2;Asportazione o demolizione locale di lesione o tessuto dello stomaco  per via endoscopica ¿ Mediante  Argon Plasma;Allegato 1;
58;44.19.2;BREATH TEST PER HELYCOBACTER PYLORI (UREA C13) -;Allegato 1;
58;45.13;ESOFAGOGASTRODUODENOSCOPIA [EGD];Allegato 1;
58;45.13.1;ENDOSCOPIA CON MICROCAMERA;Allegato 1;
58;45.23;COLONSCOPIA CON ENDOSCOPIO FLESSIBILE -Escluso:Colonscopia transaddominale o attraverso stoma artificiale,Sigmoidoscopia con endoscopio flessibile(45.24),Proctosigmoidoscopia con endoscopio rigido(48.23),Endoscopia transaddominale dell' intestino crasso;Allegato 1;
58;45.23.1;COLONSCOPIA - ILEOSCOPIA RETROGRADA -;Allegato 1;
58;45.24;SIGMOIDOSCOPIA CON ENDOSCOPIO FLESSIBILE - Endoscopia del colon discendente  Escluso: Proctosigmoidoscopia con endoscopio rigido (48.23);Allegato 1;
58;45.25;Biopsia [endoscopica] di retto, colon, ileo-distale.-  Biopsia di sedi intestinali aspecifiche  Brushing o washing per prelievo di campione    Escluso: Proctosigmoidoscopia con biopsia (48.24);Allegato 1;
58;45.29.1;BREATH TEST PER DETERMINAZIONE TEMPO DI TRANSITO INTESTINALE -;Allegato 1;
58;45.29.2;BREATH TEST PER DETERMINAZIONE DI COLONIZZAZIONE BATTERICA ANOMALA -;Allegato 1;
58;45.29.3;BREATH TEST AL LATTOSIO -;Allegato 1;
58;45.29.4;MANOMETRIA DEL COLON -;Allegato 1;
58;45.42;Polipectomia endoscopica intestino crasso - Polipectomia di uno o più polipi con approccio endoscopico. Escluso: Polipectomia con approccio addominale;Allegato 1;
58;45.43.1;ASPORTAZIONE O DEMOLIZIONE LOCALE DI LESIONE O TESSUTO DELL' INTESTINO 'CRASSO PER VIA ENDOSCOPICA  - Mediante laser  'Escluso: Polipectomia endoscopica dell' intestino crasso (45.42);Allegato 1;
58;48.23;PROCTOSIGMOIDOSCOPIA CON ENDOSCOPIO RIGIDO - Escluso: Sigmoidoscopia con endoscopio flessibile (45.24);Allegato 1;
58;48.24;BIOPSIA [ENDOSCOPICA] DEL RETTO - Brushing o washing per raccolta di campione  Proctosigmoidoscopia con biopsia;Allegato 1;
58;48.29.1;MANOMETRIA ANO-RETTALE -;Allegato 1;
58;48.35;Asportazione locale di lesione o tessuto del retto - Escluso: Asportazione di tessuto perirettale,  Emorroidectomia (49.46), Fistolectomia rettale;Allegato 1;
58;49.21;ANOSCOPIA -;Allegato 1;
58;88.74.1;ECOGRAFIA DELL'ADDOME  SUPERIORE Incluso : fegato e vie biliari, pancreas, milza, reni e surreni , retroperitoneo Escluso: Ecografia dell'addome completo (88.76.1);Allegato 1;
58;88.76.1;ECOGRAFIA ADDOME COMPLETO;Allegato 1;
58;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
58;89.32;MANOMETRIA ESOFAGEA -;Allegato 1;
58;89.32.1;Manometria ad alta risoluzione;Allegato 1;
58;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
58;98.02;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'ESOFAGO,  SENZA INCISIONE - Incluso: Endoscopia;Allegato 1;
58;98.03;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLO STOMACO  E DALL'INTESTINO TENUE, SENZA INCISIONE - Incluso: Endoscopia;Allegato 1;
58;98.05;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DA RETTO E ANO,  SENZA INCISIONE - Incluso: Endoscopia;Allegato 1;
61;06.11.2;BIOPSIA [PERCUTANEA] [AGOBIOPSIA] DELLA TIROIDE  Biopsia eco-guidata di materiale agoaspirato della tiroide;Allegato 1;
61;57.94;CATETERISMO VESCICALE;Allegato 1;
61;88.71.4;DIAGNOSTICA ECOGRAFICA DEL CAPO E DEL COLLO Ecografia di: ghiandole salivari, collo per linfonodi, tiroide-paratiroidi;Allegato 1;
61;88.99.1;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A FOTONE SINGOLO O DOPPIO                 Polso o caviglia;Allegato 1;
61;88.99.2;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X  Lombare, femorale, ultradistale;Allegato 1;
61;88.99.3;DENSITOMETRIA OSSEA CON TECNICA DI ASSORBIMENTO A RAGGI X  Total Body;Allegato 1;
61;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 1;
61;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 1;
61;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 1;
61;92.01.1;CAPTAZIONE TIROIDEA;Allegato 1;
61;92.01.2;SCINTIGRAFIA TIROIDEA CON CAPTAZIONE , CON O SENZA PROVE FARMACOLOGICHE;Allegato 1;
61;92.01.3;SCINTIGRAFIA TIROIDEA;Allegato 1;
61;92.01.4;SCINTIGRAFIA TIROIDEA CON INDICATORI POSITIVI;Allegato 1;
61;92.01.5;SCINTIGRAFIA SEGMENTARIA CORPOREA PER LA RICERCA DI LOCALIZZAZIONI RADIOIODIO CAPTANTI;Allegato 1;
61;92.02.1;SCINTIGRAFIA EPATICA (3 proiezioni) In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92.02.5;Allegato 1;
61;92.02.2;SCINTIGRAFIA EPATICA PER RICERCA DI LESIONI ANGIOMATOSE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92.02.5;Allegato 1;
61;92.02.3;SCINTIGRAFIA SEQUENZIALE EPATOBILIARE, INCLUSA COLECISTI, CON O SENZA PROVE FARMACOLOGICHE, CON O SENZA MISURAZIONE DELLA FUNZIONALITA' DELLA COLECISTI;Allegato 1;
61;92.02.4;SCINTIGRAFIA EPATICA CON INDICATORI POSITIVI In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92.02.5;Allegato 1;
61;92.02.5;TOMOSCINTIGRAFIA EPATICA In corso di esame planare, con unica somministrazione di radiofarmaco;Allegato 1;
61;92.03.1;SCINTIGRAFIA RENALE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92.03.5;Allegato 1;
61;92.03.2;SCINTIGRAFIA RENALE CON ANGIOSCINTIGRAFIA In corso di scintigrafia renale con unica somministrazione di radiofarmaco;Allegato 1;
61;92.03.3;SCINTIGRAFIA SEQUENZIALE RENALE Studio sequenziale della funzione renale con o senza prove farmacologiche  Incluso: misura del filtrato glomerulare o della portata plasmatica renale;Allegato 1;
61;92.03.4;STUDIO DEL REFLUSSO VESCICO-URETRALE Mediante cistoscintigrafia minzionale diretta;Allegato 1;
61;92.03.5;TOMOSCINTIGRAFIA RENALE In corso di esame planare, con unica somministrazione di radiofarmaco;Allegato 1;
61;92.03.6;MISURA DELLA CLEARANCE GLOMERULARE O TUBOLARE GLOBALE CON PRELIEVI EMATICI;Allegato 1;
61;92.03.7;RICERCA DI REFLUSSO VESCICO-URETERALE MEDIANTE SCINTIGRAFIA SEQUENZIALE;Allegato 1;
61;92.04.1;SCINTIGRAFIA SEQUENZIALE DELLE GHIANDOLE SALIVARI CON STUDIO FUNZIONALE;Allegato 1;
61;92.04.2;STUDIO DEL TRANSITO ESOFAGO-GASTRO-DUODENALE;Allegato 1;
61;92.04.3;STUDIO DEL REFLUSSO GASTRO-ESOFAGEO O DUODENO-GASTRICO;Allegato 1;
61;92.04.4;VALUTAZIONE DELLE GASTROENTERORRAGIE;Allegato 1;
61;92.04.5;STUDIO DELLA PERMEABILITA' INTESTINALE;Allegato 1;
61;92.05.1;SCINTIGRAFIA MIOCARDICA DI PERFUSIONE, A RIPOSO E DOPO STIMOLO (FISICO O FARMACOLOGICO), STUDIO QUANTITATIVO;Allegato 1;
61;92.05.2;SCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE In caso di contemporanea esecuzione di tomoscintigrafia codificare anche 92.09.3;Allegato 1;
61;92.05.3;ANGIOCARDIOSCINTIGRAFIA DI PRIMO PASSAGGIO (FIRST PASS) Studi multipli del pool ematico cardiaco first pass, a riposo e durante stimolo (fisico o farmacologico), studio del movimento di parete e frazione di eiezione, analisi quantitativa;Allegato 1;
61;92.05.4;;Allegato 1;
61;92.05.5;SCINTIGRAFIA SPLENICA;Allegato 1;
61;92.05.6;SCINTIGRAFIA DEL MIDOLLO OSSEO TOTAL BODY;Allegato 1;
61;92.05.7;SCINTIGRAFIA DEL MIOCARDIO;Allegato 1;
61;92.05.8;TOMOSCINTIGRAFIA (SPET) DEL MIOCARDIO;Allegato 1;
61;92.09.1;TOMOSCINTIGRAFIA MIOCARDICA (PET) DI PERFUSIONE A RIPOSO E DOPO STIMOLO;Allegato 1;
61;92.09.2;TOMOSCINTIGRAFIA MIOCARDICA (SPET) DI PERFUSIONE A RIPOSO O DOPO STIMOLO;Allegato 1;
61;92.09.3;TOMOSCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE In corso di esame planare con indicatori di lesione, con unica somministrazione di radiofarmaco;Allegato 1;
61;92.09.4;DETERMINAZIONE DEL VOLUME PLASMATICO O DEL VOLUME ERITROCITARIO;Allegato 1;
61;92.09.5;STUDIO DI SOPRAVVIVENZA DEGLI ERITROCITI, CINETICA DIFFERENZIALE PER ORGANO/TESSUTO (FEGATO, MILZA);Allegato 1;
61;92.09.6;STUDIO COMPLETO DELLA FERROCINETICA;Allegato 1;
61;92.09.7;STUDIO DELLA CINETICA DELLE PIASTRINE O DEI LEUCOCITI, CON O SENZA LOCALIZZAZIONE DIFFERENZIALE PER ORGANO/TESSUTO;Allegato 1;
61;92.09.8;TEST DI SHILLING;Allegato 1;
61;92.09.9;GSPECT;Allegato 1;
61;92.11.1;SCINTIGRAFIA CEREBRALE, STATICA, STUDIO COMPLETO;Allegato 1;
61;92.11.2;SCINTIGRAFIA CEREBRALE CON ANGIOSCINTIGRAFIA,STUDIO COMPLETO;Allegato 1;
61;92.11.3;VALUTAZIONE DELLE DERIVAZIONI LIQUORALI;Allegato 1;
61;92.11.4;DETERMINAZIONE E LOCALIZZAZIONE PERDITE DI LCR;Allegato 1;
61;92.11.5;TOMOSCINTIGRAFIA  CEREBRALE (SPET);Allegato 1;
61;92.11.6;TOMOSCINTIGRAFIA CEREBRALE (PET)                                Studio qualitativo;Allegato 1;
61;92.11.7;TOMOSCINTIGRAFIA CEREBRALE (PET)                                 Studio quantitativo;Allegato 1;
61;92.13;SCINTIGRAFIA DELLE PARATIROIDI Con tecnica di sottrazione incluso: scintigrafia della tiroide;Allegato 1;
61;92.14.1;SCINTIGRAFIA OSSEA O ARTICOLARE SEGMENTARIA;Allegato 1;
61;92.14.2;SCINTIGRAFIA OSSEA O ARTICOLARE SEGMENTARIA POLIFASICA;Allegato 1;
61;92.14.3;TOMOSCINTIGRAFIA (SPET) SCHELETRICA SEGMENTARIA  In corso di esame planare, con unica somministrazione di radiofarmaco;Allegato 1;
61;92.15.1;SCINTIGRAFIA POLMONARE PERFUSIONALE (6 proiezioni);Allegato 1;
61;92.15.2;SCINTIGRAFIA POLMONARE VENTILATORIA;Allegato 1;
61;92.15.3;STUDIO QUANTITATIVO DIFFERENZIALE DELLA FUNZIONE POLMONARE Eventuale aggiunta a : Scintigrafia perfusionale / ventilatoria (92.15.1-92.15.2);Allegato 1;
61;92.15.4;SCINTIGRAFIA POLMONARE CON INDICATORE POSITIVO;Allegato 1;
61;92.15.5;TOMOSCINTIGRAFIA POLMONARE In corso di scintigrafia polmonare, con unica somministrazione di radiofarmaco;Allegato 1;
61;92.16.1;SCINTIGRAFIA LINFATICA E LINFOGHIANDOLARE SEGMENTARIA;Allegato 1;
61;92.18.1;SCINTIGRAFIA GLOBALE CORPOREA CON INDICATORI POSITIVI;Allegato 1;
61;92.18.2;SCINTIGRAFIA OSSEA O  ARTICOLARE;Allegato 1;
61;92.18.3;RICERCA DI METASTASI DI TUMORI TIROIDEI;Allegato 1;
61;92.18.4;SCINTIGRAFIA GLOBALE CORPOREA CON CELLULE AUTOLOGHE MARCATE;Allegato 1;
61;92.18.5;SCINTIGRAFIA GLOBALE CORPOREA CON TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92.18.6;TOMOSCINTIGRAFIA GLOBALE CORPOREA (PET);Allegato 1;
61;92.19.1;SCINTIGRAFIA SURRENALICA CORTICALE;Allegato 1;
61;92.19.2;SCINTIGRAFIA SURRENALICA MIDOLLARE;Allegato 1;
61;92.19.3;SCINTIGRAFIA DEI TESTICOLI;Allegato 1;
61;92.19.5;;Allegato 1;
61;92.19.6;SCINTIGRAFIA SEGMENTARIA DOPO SCINTIGRAFIA TOTAL BODY Con o senza indicatori positivi, cellule autologhe marcate, traccianti immunologici e recettoriali;Allegato 1;
61;92.19.7;SCINTIGRAFIA SEGMENTARIA CON:                                                   - INDICATORI POSITIVI  - CELLULE AUTOLOGHE MARCATE                           - TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92.19.8;TOMOSCINTIGRAFIA (SPET) DI UN SOLO SEGMENTO CON:                                                                                                                                - INDICATORI POSITIVI. - CELLULE AUTOLOGHE MARCATE. - TRACCIANTI IMMUNOLOGICI E;Allegato 1;
61;92.19.9;TOMOSCINTIGRAFIA (SPET) DI UN SOLO SEGMENTO DOPO SCINTIGRAFIA TOTALE CORPOREA CON:. - INDICATORI POSITIVI . - CELLULE AUTOLOGHE MARCATE . - TRACCIANTI IMMUNOLOGICI E RECETTORIALI;Allegato 1;
61;92.28.1;TERAPIA DEGLI IPERTIROIDISMI Fino a 370 MBq;Allegato 1;
61;92.28.2;TERAPIA DEGLI IPERTIROIDISMI Per ogni 370 MBq successivi;Allegato 1;
61;92.28.3;TERAPIA ENDOCAVITARIA;Allegato 1;
61;92.28.4;TERAPIA CON ANTICORPI MONOCLONALI Fino a 185 MBq;Allegato 1;
61;92.28.5;TERAPIA CON ANTICORPI MONOCLONALI  Per ogni 185MBq successivi;Allegato 1;
